سؤال,شماره دامنه,عنوان دامنه,شماره سؤال,گزینه ۰,گزینه ۱,گزینه ۲,گزینه ۳,اقدام اصلاحی بخش,تشخیص پشت‌صحنه سؤال,تفسیر امتیاز (بخش),تفسیر امتیاز (سؤال),عارضه‌های تشخیصی بخش
قبل از ارائه قیمت یا راه‌حل، آیا می‌پرسید مشتری دقیقاً چه مسئله‌ای دارد؟,9,کشف نیاز,1,نه، معمولاً سریع وارد قیمت یا معرفی محصول می‌شویم.,گاهی یک سؤال کلی می‌پرسیم.,معمولاً مسئله اصلی مشتری را می‌پرسیم.,قبل از ارائه، وضعیت، مسئله، هدف و معیار تصمیم مشتری را ساختارمند کشف می‌کنیم.,استقرار فرایند ساختارمند کشف نیاز پیش از ارائه (وضعیت، مسئله، هدف، معیار تصمیم)، تشخیص نیاز واقعی در برابر ظاهری، ثبت منظم یافته‌ها و اتصال پیشنهاد به شرایط همان مشتری.,اولویت کشف مسئله پیش از ارائهٔ قیمت/راه‌حل را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: فروش بدون کشف. ۴–۶ ضعیف: سؤال کلی و موردی. ۷–۹ متوسط: کشف نسبی. ۱۰–۱۲ سالم: کشف نیاز نسبتاً ساختارمند. ۱۳–۱۵ پیشرفته: کشف عمیق، ثبت‌شده و متصل به پیشنهاد.,۰ بحرانی: ورود سریع به قیمت/معرفی. ۱ ضعیف: یک سؤال کلی. ۲ متوسط: معمولاً مسئلهٔ اصلی پرسیده می‌شود. ۳ پیشرفته: کشف ساختارمند وضعیت، مسئله، هدف و معیار.,عارضهٔ فروش بدون کشف. ضعف یعنی ورود سریع به قیمت/معرفی، عدم تشخیص نیاز واقعی پشت نیاز ظاهری، ثبت‌نشدن اطلاعات و پیشنهاد عمومی. نتیجه: پیشنهاد بی‌ربط، اعتراض بیشتر و حس گوش‌نداده‌شدن مشتری.
آیا تفاوت بین نیاز ظاهری و نیاز واقعی مشتری را تشخیص می‌دهید؟,9,کشف نیاز,2,نه، همان چیزی را که مشتری اول می‌گوید مبنا قرار می‌دهیم.,گاهی متوجه می‌شویم پشت درخواست اولیه مسئله دیگری هست.,در بیشتر موارد با چند سؤال نیاز واقعی را بهتر می‌فهمیم.,فرایند کشف نیاز کمک می‌کند نیاز واقعی، پیامد و اولویت مشتری مشخص شود.,استقرار فرایند ساختارمند کشف نیاز پیش از ارائه (وضعیت، مسئله، هدف، معیار تصمیم)، تشخیص نیاز واقعی در برابر ظاهری، ثبت منظم یافته‌ها و اتصال پیشنهاد به شرایط همان مشتری.,توانایی تشخیص نیاز واقعی پشت درخواست اولیه را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: فروش بدون کشف. ۴–۶ ضعیف: سؤال کلی و موردی. ۷–۹ متوسط: کشف نسبی. ۱۰–۱۲ سالم: کشف نیاز نسبتاً ساختارمند. ۱۳–۱۵ پیشرفته: کشف عمیق، ثبت‌شده و متصل به پیشنهاد.,۰ بحرانی: همان حرف اول مبنا است. ۱ ضعیف: گاهی نیاز پنهان دیده می‌شود. ۲ متوسط: با چند سؤال نیاز واقعی بهتر فهمیده می‌شود. ۳ پیشرفته: فرایند کشف، نیاز واقعی و اولویت را روشن می‌کند.,عارضهٔ فروش بدون کشف. ضعف یعنی ورود سریع به قیمت/معرفی، عدم تشخیص نیاز واقعی پشت نیاز ظاهری، ثبت‌نشدن اطلاعات و پیشنهاد عمومی. نتیجه: پیشنهاد بی‌ربط، اعتراض بیشتر و حس گوش‌نداده‌شدن مشتری.
آیا اطلاعاتی که در مکالمه می‌فهمید جایی ثبت می‌شود؟,9,کشف نیاز,3,نه، بیشتر در ذهن فروشنده می‌ماند.,گاهی یادداشت می‌شود، اما کامل و منظم نیست.,اطلاعات اصلی مشتری در بیشتر موارد ثبت می‌شود.,نیاز، هدف، مانع، فوریت و معیار خرید مشتری به‌صورت منظم ثبت می‌شود.,استقرار فرایند ساختارمند کشف نیاز پیش از ارائه (وضعیت، مسئله، هدف، معیار تصمیم)، تشخیص نیاز واقعی در برابر ظاهری، ثبت منظم یافته‌ها و اتصال پیشنهاد به شرایط همان مشتری.,ثبت منظم یافته‌های مکالمه را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: فروش بدون کشف. ۴–۶ ضعیف: سؤال کلی و موردی. ۷–۹ متوسط: کشف نسبی. ۱۰–۱۲ سالم: کشف نیاز نسبتاً ساختارمند. ۱۳–۱۵ پیشرفته: کشف عمیق، ثبت‌شده و متصل به پیشنهاد.,۰ بحرانی: در ذهن فروشنده می‌ماند. ۱ ضعیف: یادداشت ناقص. ۲ متوسط: اطلاعات اصلی ثبت می‌شود. ۳ پیشرفته: نیاز، هدف، مانع و معیار خرید منظم ثبت می‌شود.,عارضهٔ فروش بدون کشف. ضعف یعنی ورود سریع به قیمت/معرفی، عدم تشخیص نیاز واقعی پشت نیاز ظاهری، ثبت‌نشدن اطلاعات و پیشنهاد عمومی. نتیجه: پیشنهاد بی‌ربط، اعتراض بیشتر و حس گوش‌نداده‌شدن مشتری.
آیا بعد از مکالمه، پیشنهاد شما به شرایط همان مشتری وصل می‌شود؟,9,کشف نیاز,4,نه، بیشتر پیشنهادها عمومی و یکسان‌اند.,کمی شخصی‌سازی می‌کنیم، اما محدود.,معمولاً پیشنهاد را تا حدی به نیاز مشتری وصل می‌کنیم.,پیشنهاد بر اساس مسئله، هدف و معیار تصمیم همان مشتری ارائه می‌شود.,استقرار فرایند ساختارمند کشف نیاز پیش از ارائه (وضعیت، مسئله، هدف، معیار تصمیم)، تشخیص نیاز واقعی در برابر ظاهری، ثبت منظم یافته‌ها و اتصال پیشنهاد به شرایط همان مشتری.,شخصی‌سازی پیشنهاد بر اساس کشف نیاز را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: فروش بدون کشف. ۴–۶ ضعیف: سؤال کلی و موردی. ۷–۹ متوسط: کشف نسبی. ۱۰–۱۲ سالم: کشف نیاز نسبتاً ساختارمند. ۱۳–۱۵ پیشرفته: کشف عمیق، ثبت‌شده و متصل به پیشنهاد.,۰ بحرانی: پیشنهاد عمومی و یکسان. ۱ ضعیف: شخصی‌سازی محدود. ۲ متوسط: تا حدی متصل به نیاز. ۳ پیشرفته: پیشنهاد بر اساس مسئله، هدف و معیار همان مشتری.,عارضهٔ فروش بدون کشف. ضعف یعنی ورود سریع به قیمت/معرفی، عدم تشخیص نیاز واقعی پشت نیاز ظاهری، ثبت‌نشدن اطلاعات و پیشنهاد عمومی. نتیجه: پیشنهاد بی‌ربط، اعتراض بیشتر و حس گوش‌نداده‌شدن مشتری.
آیا مشتری قبل از شنیدن پیشنهاد، حس می‌کند واقعاً فهمیده شده؟,9,کشف نیاز,5,نه، معمولاً سریع وارد فروش می‌شویم.,گاهی این حس ایجاد می‌شود.,در بیشتر مکالمه‌ها مشتری حس می‌کند به حرفش گوش داده شده.,کشف نیاز طوری انجام می‌شود که مشتری قبل از ارائه، اعتماد و آمادگی بیشتری پیدا کند.,استقرار فرایند ساختارمند کشف نیاز پیش از ارائه (وضعیت، مسئله، هدف، معیار تصمیم)، تشخیص نیاز واقعی در برابر ظاهری، ثبت منظم یافته‌ها و اتصال پیشنهاد به شرایط همان مشتری.,ایجاد اعتماد و آمادگی مشتری از طریق کشف نیاز را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: فروش بدون کشف. ۴–۶ ضعیف: سؤال کلی و موردی. ۷–۹ متوسط: کشف نسبی. ۱۰–۱۲ سالم: کشف نیاز نسبتاً ساختارمند. ۱۳–۱۵ پیشرفته: کشف عمیق، ثبت‌شده و متصل به پیشنهاد.,۰ بحرانی: ورود سریع به فروش. ۱ ضعیف: گاهی این حس ایجاد می‌شود. ۲ متوسط: مشتری حس می‌کند شنیده شده. ۳ پیشرفته: کشف نیاز اعتماد و آمادگی را پیش از ارائه می‌سازد.,عارضهٔ فروش بدون کشف. ضعف یعنی ورود سریع به قیمت/معرفی، عدم تشخیص نیاز واقعی پشت نیاز ظاهری، ثبت‌نشدن اطلاعات و پیشنهاد عمومی. نتیجه: پیشنهاد بی‌ربط، اعتراض بیشتر و حس گوش‌نداده‌شدن مشتری.
وقتی راه‌حل را ارائه می‌کنید، از مسئله مشتری شروع می‌کنید یا از ویژگی‌های محصول؟,10,ارائه حرفه‌ای,1,بیشتر از محصول، امکانات یا قیمت شروع می‌کنیم.,گاهی به مسئله مشتری اشاره می‌کنیم.,معمولاً ارائه را به مسئله مشتری وصل می‌کنیم.,ارائه همیشه با خلاصه وضعیت و مسئله مشتری شروع می‌شود.,ساخت قالب ارائهٔ یکدست (مسئله، راه‌حل، نتیجه، شواهد، قیمت، قدم بعدی)، شروع از مسئلهٔ مشتری، شخصی‌سازی دلیل تناسب، آماده‌کردن بانک نمونه/کیس/رضایت و پایان ارائه با جمع‌بندی و اقدام بعدی روشن.,نقطهٔ شروع ارائه (مسئلهٔ مشتری در برابر ویژگی محصول) را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ارائهٔ محصول‌محور و مبهم. ۴–۶ ضعیف: ارائهٔ عمومی. ۷–۹ متوسط: ارائهٔ نسبتاً متصل به نیاز. ۱۰–۱۲ سالم: ارائهٔ روشن و شخصی‌سازی‌شده. ۱۳–۱۵ پیشرفته: قالب کامل، مستند و نتیجه‌محور.,۰ بحرانی: شروع از محصول/قیمت. ۱ ضعیف: گاهی اشاره به مسئله. ۲ متوسط: معمولاً متصل به مسئله. ۳ پیشرفته: همیشه با خلاصهٔ وضعیت و مسئلهٔ مشتری شروع می‌شود.,عارضهٔ ارائهٔ ضعیف. ضعف یعنی شروع از محصول به‌جای مسئله، ارائهٔ عمومی، مبهم‌بودن نتیجه/فرایند/قیمت/قدم بعدی و نبود مدرک. نتیجه: مشتری تناسب راه‌حل را نمی‌فهمد، سردرگم می‌ماند و تصمیم عقب می‌افتد.
آیا مشتری بعد از ارائه دقیقاً می‌فهمد این راه‌حل چرا برای او مناسب است؟,10,ارائه حرفه‌ای,2,نه، ارائه عمومی است.,تا حدی متوجه می‌شود، اما هنوز سؤال زیاد دارد.,در بیشتر موارد ارتباط پیشنهاد با نیاز مشتری روشن است.,ارائه کاملاً شخصی‌سازی شده و دلیل تناسب راه‌حل برای مشتری واضح است.,ساخت قالب ارائهٔ یکدست (مسئله، راه‌حل، نتیجه، شواهد، قیمت، قدم بعدی)، شروع از مسئلهٔ مشتری، شخصی‌سازی دلیل تناسب، آماده‌کردن بانک نمونه/کیس/رضایت و پایان ارائه با جمع‌بندی و اقدام بعدی روشن.,روشن‌بودن دلیل تناسب راه‌حل برای مشتری را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ارائهٔ محصول‌محور و مبهم. ۴–۶ ضعیف: ارائهٔ عمومی. ۷–۹ متوسط: ارائهٔ نسبتاً متصل به نیاز. ۱۰–۱۲ سالم: ارائهٔ روشن و شخصی‌سازی‌شده. ۱۳–۱۵ پیشرفته: قالب کامل، مستند و نتیجه‌محور.,۰ بحرانی: ارائهٔ عمومی. ۱ ضعیف: سؤال زیاد باقی می‌ماند. ۲ متوسط: ارتباط پیشنهاد با نیاز روشن است. ۳ پیشرفته: ارائهٔ شخصی‌سازی‌شده با دلیل تناسب واضح.,عارضهٔ ارائهٔ ضعیف. ضعف یعنی شروع از محصول به‌جای مسئله، ارائهٔ عمومی، مبهم‌بودن نتیجه/فرایند/قیمت/قدم بعدی و نبود مدرک. نتیجه: مشتری تناسب راه‌حل را نمی‌فهمد، سردرگم می‌ماند و تصمیم عقب می‌افتد.
آیا در ارائه، نتیجه مورد انتظار، فرایند، قیمت و قدم بعدی روشن توضیح داده می‌شود؟,10,ارائه حرفه‌ای,3,نه، بعضی بخش‌ها مبهم می‌ماند.,بعضی موارد توضیح داده می‌شود، اما ساختار ثابت ندارد.,بیشتر ارائه‌ها شامل نتیجه، فرایند، قیمت و قدم بعدی است.,قالب ارائه کامل و یکدست شامل مسئله، راه‌حل، نتیجه، شواهد، قیمت و قدم بعدی است.,ساخت قالب ارائهٔ یکدست (مسئله، راه‌حل، نتیجه، شواهد، قیمت، قدم بعدی)، شروع از مسئلهٔ مشتری، شخصی‌سازی دلیل تناسب، آماده‌کردن بانک نمونه/کیس/رضایت و پایان ارائه با جمع‌بندی و اقدام بعدی روشن.,کامل و ساختارمندبودن اجزای ارائه را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ارائهٔ محصول‌محور و مبهم. ۴–۶ ضعیف: ارائهٔ عمومی. ۷–۹ متوسط: ارائهٔ نسبتاً متصل به نیاز. ۱۰–۱۲ سالم: ارائهٔ روشن و شخصی‌سازی‌شده. ۱۳–۱۵ پیشرفته: قالب کامل، مستند و نتیجه‌محور.,۰ بحرانی: بخش‌ها مبهم. ۱ ضعیف: بدون ساختار ثابت. ۲ متوسط: بیشتر اجزا پوشش داده می‌شود. ۳ پیشرفته: قالب کامل مسئله/راه‌حل/نتیجه/شواهد/قیمت/قدم بعدی.,عارضهٔ ارائهٔ ضعیف. ضعف یعنی شروع از محصول به‌جای مسئله، ارائهٔ عمومی، مبهم‌بودن نتیجه/فرایند/قیمت/قدم بعدی و نبود مدرک. نتیجه: مشتری تناسب راه‌حل را نمی‌فهمد، سردرگم می‌ماند و تصمیم عقب می‌افتد.
آیا برای اثبات ارزش پیشنهاد، نمونه، تجربه مشتری یا مدرک قابل لمس دارید؟,10,ارائه حرفه‌ای,4,نه، بیشتر توضیح شفاهی می‌دهیم.,چند نمونه داریم، اما آماده و منظم نیست.,در بیشتر ارائه‌ها از نمونه یا مدرک استفاده می‌کنیم.,بانک نمونه، کیس، رضایت یا مدرک برای سناریوهای مختلف آماده است.,ساخت قالب ارائهٔ یکدست (مسئله، راه‌حل، نتیجه، شواهد، قیمت، قدم بعدی)، شروع از مسئلهٔ مشتری، شخصی‌سازی دلیل تناسب، آماده‌کردن بانک نمونه/کیس/رضایت و پایان ارائه با جمع‌بندی و اقدام بعدی روشن.,وجود شواهد قابل لمس برای اثبات ارزش را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ارائهٔ محصول‌محور و مبهم. ۴–۶ ضعیف: ارائهٔ عمومی. ۷–۹ متوسط: ارائهٔ نسبتاً متصل به نیاز. ۱۰–۱۲ سالم: ارائهٔ روشن و شخصی‌سازی‌شده. ۱۳–۱۵ پیشرفته: قالب کامل، مستند و نتیجه‌محور.,۰ بحرانی: فقط توضیح شفاهی. ۱ ضعیف: نمونه‌های نامنظم. ۲ متوسط: استفاده از نمونه در بیشتر ارائه‌ها. ۳ پیشرفته: بانک نمونه/کیس/رضایت برای سناریوهای مختلف.,عارضهٔ ارائهٔ ضعیف. ضعف یعنی شروع از محصول به‌جای مسئله، ارائهٔ عمومی، مبهم‌بودن نتیجه/فرایند/قیمت/قدم بعدی و نبود مدرک. نتیجه: مشتری تناسب راه‌حل را نمی‌فهمد، سردرگم می‌ماند و تصمیم عقب می‌افتد.
بعد از ارائه، مشتری معمولاً سردرگم می‌شود یا می‌داند باید چه تصمیمی بگیرد؟,10,ارائه حرفه‌ای,5,معمولاً هنوز ابهام دارد و تصمیم عقب می‌افتد.,گاهی قدم بعدی روشن است.,بیشتر مشتری‌ها بعد از ارائه قدم بعدی را می‌دانند.,ارائه با جمع‌بندی، پاسخ ابهام و اقدام بعدی کاملاً روشن تمام می‌شود.,ساخت قالب ارائهٔ یکدست (مسئله، راه‌حل، نتیجه، شواهد، قیمت، قدم بعدی)، شروع از مسئلهٔ مشتری، شخصی‌سازی دلیل تناسب، آماده‌کردن بانک نمونه/کیس/رضایت و پایان ارائه با جمع‌بندی و اقدام بعدی روشن.,روشن‌بودن تصمیم و قدم بعدی مشتری پس از ارائه را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ارائهٔ محصول‌محور و مبهم. ۴–۶ ضعیف: ارائهٔ عمومی. ۷–۹ متوسط: ارائهٔ نسبتاً متصل به نیاز. ۱۰–۱۲ سالم: ارائهٔ روشن و شخصی‌سازی‌شده. ۱۳–۱۵ پیشرفته: قالب کامل، مستند و نتیجه‌محور.,۰ بحرانی: ابهام و تعویق تصمیم. ۱ ضعیف: گاهی قدم بعدی روشن. ۲ متوسط: بیشتر مشتری‌ها قدم بعدی را می‌دانند. ۳ پیشرفته: ارائه با جمع‌بندی، رفع ابهام و اقدام بعدی روشن تمام می‌شود.,عارضهٔ ارائهٔ ضعیف. ضعف یعنی شروع از محصول به‌جای مسئله، ارائهٔ عمومی، مبهم‌بودن نتیجه/فرایند/قیمت/قدم بعدی و نبود مدرک. نتیجه: مشتری تناسب راه‌حل را نمی‌فهمد، سردرگم می‌ماند و تصمیم عقب می‌افتد.
قبل از خرید، معمولاً می‌دانید مشتری‌ها بیشتر چه سؤال‌هایی می‌پرسند یا روی چه چیزهایی گیر می‌کنند؟,11,برخورد با اعتراضات,1,نه، هر بار در لحظه با اعتراض‌ها روبه‌رو می‌شویم.,چند اعتراض رایج را می‌شناسیم، اما ثبت نکرده‌ایم.,اعتراض‌های پرتکرار را می‌شناسیم.,اعتراض‌های پرتکرار ثبت، دسته‌بندی و تحلیل شده‌اند.,ثبت و دسته‌بندی اعتراض‌های پرتکرار، آماده‌کردن پاسخ + مثال + مدرک برای هر اعتراض، فراهم‌کردن سوشال‌پروف و نمونه، مدیریت شفاف مقایسه با رقبا و طراحی کاهش ریسک (ضمانت/دمو/نمونه).,شناخت و ثبت اعتراض‌ها و نقاط گیر مشتری را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: اعتراض‌ها بداهه مدیریت می‌شوند. ۴–۶ ضعیف: پاسخ ناقص. ۷–۹ متوسط: پاسخ منطقی پایه. ۱۰–۱۲ سالم: اقناع نسبتاً آماده. ۱۳–۱۵ پیشرفته: لایهٔ اقناع کامل و مستند با کاهش ریسک.,۰ بحرانی: هر بار در لحظه روبه‌رو می‌شویم. ۱ ضعیف: شناخت بدون ثبت. ۲ متوسط: اعتراض‌های پرتکرار شناخته‌شده. ۳ پیشرفته: اعتراض‌ها ثبت، دسته‌بندی و تحلیل شده‌اند.,عارضهٔ اقناع و رفع تردید. ضعف یعنی اعتراض‌ها ناشناخته و ثبت‌نشده، پاسخ‌های بداهه، نبود مدرک/سوشال‌پروف، مدیریت‌نشدن مقایسه با رقبا و نبود کاهش ریسک. نتیجه: علاقه بدون خرید، چرخهٔ فروش طولانی و اتکا به تخفیف.
وقتی مشتری درباره خرید شک دارد، جواب شما معمولاً چقدر آماده و قانع‌کننده است؟,11,برخورد با اعتراضات,2,پاسخ‌ها بداهه و وابسته به فرد است.,چند پاسخ آماده داریم، اما کامل نیست.,برای بیشتر اعتراض‌ها پاسخ منطقی داریم.,برای هر اعتراض مهم، پاسخ، مثال، مدرک و سؤال تکمیلی آماده داریم.,ثبت و دسته‌بندی اعتراض‌های پرتکرار، آماده‌کردن پاسخ + مثال + مدرک برای هر اعتراض، فراهم‌کردن سوشال‌پروف و نمونه، مدیریت شفاف مقایسه با رقبا و طراحی کاهش ریسک (ضمانت/دمو/نمونه).,آماده و قانع‌کننده‌بودن پاسخ به تردید مشتری را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: اعتراض‌ها بداهه مدیریت می‌شوند. ۴–۶ ضعیف: پاسخ ناقص. ۷–۹ متوسط: پاسخ منطقی پایه. ۱۰–۱۲ سالم: اقناع نسبتاً آماده. ۱۳–۱۵ پیشرفته: لایهٔ اقناع کامل و مستند با کاهش ریسک.,۰ بحرانی: بداهه و وابسته به فرد. ۱ ضعیف: چند پاسخ ناقص. ۲ متوسط: پاسخ منطقی برای بیشتر اعتراض‌ها. ۳ پیشرفته: برای هر اعتراض پاسخ، مثال، مدرک و سؤال تکمیلی.,عارضهٔ اقناع و رفع تردید. ضعف یعنی اعتراض‌ها ناشناخته و ثبت‌نشده، پاسخ‌های بداهه، نبود مدرک/سوشال‌پروف، مدیریت‌نشدن مقایسه با رقبا و نبود کاهش ریسک. نتیجه: علاقه بدون خرید، چرخهٔ فروش طولانی و اتکا به تخفیف.
قبل از خرید، مشتری می‌تواند نمونه، تجربه مشتری قبلی، نتیجه واقعی یا مدرکی ببیند که خیالش راحت‌تر شود؟,11,برخورد با اعتراضات,3,نه، مدرک مشخصی ارائه نمی‌کنیم.,گاهی نمونه یا رضایت مشتری نشان می‌دهیم.,در بیشتر موارد مدرک یا نمونه قابل ارائه داریم.,برای تردیدهای مختلف، نمونه، کیس، رضایت، دمو یا ضمانت مناسب داریم.,ثبت و دسته‌بندی اعتراض‌های پرتکرار، آماده‌کردن پاسخ + مثال + مدرک برای هر اعتراض، فراهم‌کردن سوشال‌پروف و نمونه، مدیریت شفاف مقایسه با رقبا و طراحی کاهش ریسک (ضمانت/دمو/نمونه).,وجود شواهد قابل ارائه برای کاهش تردید را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: اعتراض‌ها بداهه مدیریت می‌شوند. ۴–۶ ضعیف: پاسخ ناقص. ۷–۹ متوسط: پاسخ منطقی پایه. ۱۰–۱۲ سالم: اقناع نسبتاً آماده. ۱۳–۱۵ پیشرفته: لایهٔ اقناع کامل و مستند با کاهش ریسک.,۰ بحرانی: مدرک مشخصی نیست. ۱ ضعیف: گاهی نمونه/رضایت. ۲ متوسط: مدرک در بیشتر موارد قابل ارائه. ۳ پیشرفته: نمونه/کیس/رضایت/دمو/ضمانت برای تردیدهای مختلف.,عارضهٔ اقناع و رفع تردید. ضعف یعنی اعتراض‌ها ناشناخته و ثبت‌نشده، پاسخ‌های بداهه، نبود مدرک/سوشال‌پروف، مدیریت‌نشدن مقایسه با رقبا و نبود کاهش ریسک. نتیجه: علاقه بدون خرید، چرخهٔ فروش طولانی و اتکا به تخفیف.
وقتی مشتری شما را با گزینه‌های دیگر مقایسه می‌کند، آیا کمکش می‌کنید درست تصمیم بگیرد؟,11,برخورد با اعتراضات,4,نه، معمولاً فقط از خودمان دفاع می‌کنیم یا تخفیف می‌دهیم.,گاهی تفاوت‌ها را توضیح می‌دهیم.,معمولاً مقایسه را با معیارهای درست مدیریت می‌کنیم.,چارچوب مقایسه، مزیت‌ها، محدودیت‌ها و معیار انتخاب را شفاف توضیح می‌دهیم.,ثبت و دسته‌بندی اعتراض‌های پرتکرار، آماده‌کردن پاسخ + مثال + مدرک برای هر اعتراض، فراهم‌کردن سوشال‌پروف و نمونه، مدیریت شفاف مقایسه با رقبا و طراحی کاهش ریسک (ضمانت/دمو/نمونه).,مدیریت درست مقایسهٔ مشتری با گزینه‌های دیگر را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: اعتراض‌ها بداهه مدیریت می‌شوند. ۴–۶ ضعیف: پاسخ ناقص. ۷–۹ متوسط: پاسخ منطقی پایه. ۱۰–۱۲ سالم: اقناع نسبتاً آماده. ۱۳–۱۵ پیشرفته: لایهٔ اقناع کامل و مستند با کاهش ریسک.,۰ بحرانی: فقط دفاع از خود یا تخفیف. ۱ ضعیف: توضیح موردی تفاوت‌ها. ۲ متوسط: مدیریت با معیارهای درست. ۳ پیشرفته: چارچوب شفاف مقایسه و معیار انتخاب.,عارضهٔ اقناع و رفع تردید. ضعف یعنی اعتراض‌ها ناشناخته و ثبت‌نشده، پاسخ‌های بداهه، نبود مدرک/سوشال‌پروف، مدیریت‌نشدن مقایسه با رقبا و نبود کاهش ریسک. نتیجه: علاقه بدون خرید، چرخهٔ فروش طولانی و اتکا به تخفیف.
اگر مشتری نگران باشد که خرید اشتباهی انجام دهد، آیا چیزی دارید که ریسک تصمیمش را کمتر کند؟,11,برخورد با اعتراضات,5,نه، ریسک تصمیم با خود مشتری است.,گاهی قول یا اطمینان شفاهی می‌دهیم.,بعضی روش‌ها مثل ضمانت، دمو یا نمونه داریم.,کاهش ریسک به شکل مشخص در پیشنهاد، مکالمه و فرایند خرید طراحی شده است.,ثبت و دسته‌بندی اعتراض‌های پرتکرار، آماده‌کردن پاسخ + مثال + مدرک برای هر اعتراض، فراهم‌کردن سوشال‌پروف و نمونه، مدیریت شفاف مقایسه با رقبا و طراحی کاهش ریسک (ضمانت/دمو/نمونه).,وجود ابزار کاهش ریسک تصمیم خرید را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: اعتراض‌ها بداهه مدیریت می‌شوند. ۴–۶ ضعیف: پاسخ ناقص. ۷–۹ متوسط: پاسخ منطقی پایه. ۱۰–۱۲ سالم: اقناع نسبتاً آماده. ۱۳–۱۵ پیشرفته: لایهٔ اقناع کامل و مستند با کاهش ریسک.,۰ بحرانی: ریسک با مشتری است. ۱ ضعیف: اطمینان شفاهی. ۲ متوسط: بعضی روش‌ها مثل ضمانت/دمو. ۳ پیشرفته: کاهش ریسک به‌شکل مشخص در پیشنهاد و فرایند طراحی شده.,عارضهٔ اقناع و رفع تردید. ضعف یعنی اعتراض‌ها ناشناخته و ثبت‌نشده، پاسخ‌های بداهه، نبود مدرک/سوشال‌پروف، مدیریت‌نشدن مقایسه با رقبا و نبود کاهش ریسک. نتیجه: علاقه بدون خرید، چرخهٔ فروش طولانی و اتکا به تخفیف.
وقتی مشتری تصمیم می‌گیرد از شما خرید کند، دقیقاً می‌داند قدم بعدی چیست؟,12,نهایی‌سازی فروش,1,نه، معمولاً باید بپرسد حالا چه کار کند.,گاهی قدم بعدی گفته می‌شود.,در بیشتر موارد قدم بعدی مشخص است.,مسیر اقدام، پرداخت، ثبت سفارش یا قرارداد کاملاً روشن و ساده است.,ساده و روشن‌کردن مسیر اقدام/پرداخت، کاهش اصطکاک خرید، شفاف‌کردن قیمت و شرایط، پیگیری زمان‌بندی‌شدهٔ مشتری آماده و ارسال استاندارد تأیید/تشکر و قدم بعدی پس از خرید.,روشن‌بودن اقدام پس از تصمیم خرید را می‌سنجد.,جمع ۵ سؤال (۰ تا ۱۵). ۰–۳ بحرانی: ریزش لحظهٔ خرید. ۴–۶ ضعیف: مسیر پراصطکاک. ۷–۹ متوسط: مسیر نسبتاً ساده. ۱۰–۱۲ سالم: نهایی‌سازی روان. ۱۳–۱۵ پیشرفته: مسیر خرید کم‌اصطکاک، شفاف و پیگیری‌شده.,۰ بحرانی: مشتری باید بپرسد چه کند. ۱ ضعیف: گاهی گفته می‌شود. ۲ متوسط: در بیشتر موارد مشخص. ۳ پیشرفته: مسیر پرداخت/ثبت سفارش/قرارداد کاملاً روشن.,عارضهٔ تبدیل و ریزش لحظهٔ خرید. ضعف یعنی نامشخص‌بودن قدم بعدی، مسیر خرید پراصطکاک، مبهم‌بودن قیمت/شرایط، پیگیری نامنظم مشتری آماده و نبود تأیید پس از خرید. نتیجه: ریزش گران‌قیمت در نزدیکی خرید.
